id,term
30270411000001102,Efient 5mg tablets (Waymade Healthcare Plc)
15907411000001101,Grepid 75mg tablets (Kent Pharmaceuticals Ltd)
26779011000001104,Ofcram PR 200mg capsules (Advanz Pharma)
13663511000001101,Plavix 300mg tablets (Sanofi)
37528411000001103,Plavix 75mg tablets (CST Pharma Ltd)
13945811000001107,Plavix 75mg tablets (DE Pharmaceuticals)
10485911000001106,Plavix 75mg tablets (Dowelhurst Ltd)
37693411000001108,Plavix 75mg tablets (Ethigen Ltd)
18063411000001105,Plavix 75mg tablets (Lexon (UK) Ltd)
17419511000001109,Plavix 75mg tablets (Mawdsley-Brooks & Company Ltd)
17620011000001103,Plavix 75mg tablets (Necessity Supplies Ltd)
454611000001104,Plavix 75mg tablets (Sanofi)
14721411000001102,Plavix 75mg tablets (Sigma Pharmaceuticals Plc)
5400911000001107,Plavix 75mg tablets (Waymade Healthcare Plc)
37361711000001108,Pletal 100mg tablets (CST Pharma Ltd)
18605911000001107,Pletal 100mg tablets (DE Pharmaceuticals)
18065511000001108,Pletal 100mg tablets (Lexon (UK) Ltd)
3393211000001107,Pletal 100mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd)
17884611000001104,Pletal 100mg tablets (Sigma Pharmaceuticals Plc)
9737911000001104,Pletal 50mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd)
37118811000001102,Prafsia 10mg tablets (Northumbria Pharma Ltd)
37118511000001100,Prafsia 5mg tablets (Northumbria Pharma Ltd)
443469008,Prasugrel 10mg tablets
36825111000001101,Prasugrel 10mg tablets (A A H Pharmaceuticals Ltd)
36927911000001104,Prasugrel 10mg tablets (Accord Healthcare Ltd)
36826611000001104,Prasugrel 10mg tablets (Alliance Healthcare (Distribution) Ltd)
36655711000001109,Prasugrel 10mg tablets (Aristo Pharma Ltd)
36760211000001105,Prasugrel 10mg tablets (Consilient Health Ltd)
37777911000001107,Prasugrel 10mg tablets (DE Pharmaceuticals)
37268411000001102,Prasugrel 10mg tablets (Genus Pharmaceuticals Ltd)
36781111000001108,Prasugrel 10mg tablets (Mylan)
36916911000001105,Prasugrel 10mg tablets (Sovereign Medical Ltd)
36778111000001109,Prasugrel 10mg tablets (Teva UK Ltd)
36882611000001109,Prasugrel 10mg tablets (Torrent Pharma (UK) Ltd)
443088009,Prasugrel 5mg tablets
36824911000001102,Prasugrel 5mg tablets (A A H Pharmaceuticals Ltd)
36927711000001101,Prasugrel 5mg tablets (Accord Healthcare Ltd)
36825511000001105,Prasugrel 5mg tablets (Alliance Healthcare (Distribution) Ltd)
36655911000001106,Prasugrel 5mg tablets (Aristo Pharma Ltd)
36760011000001100,Prasugrel 5mg tablets (Consilient Health Ltd)
37777711000001105,Prasugrel 5mg tablets (DE Pharmaceuticals)
37268211000001101,Prasugrel 5mg tablets (Genus Pharmaceuticals Ltd)
36780911000001104,Prasugrel 5mg tablets (Mylan)
36917111000001105,Prasugrel 5mg tablets (Sovereign Medical Ltd)
36882311000001104,Prasugrel 5mg tablets (Torrent Pharma (UK) Ltd)
768228004,Prasugrel in oral dosage form
32472211000001106,Ticagrelor 60mg tablets
34713411000001108,Ticagrelor 90mg orodispersible tablets sugar free
704465002,Ticagrelor 90mg tablets
768197009,Ticagrelor in oral dosage form
319801001,Ticlopidine 250mg tablets
