id,term
157111000001101,Betagan 0.5% eye drops (Allergan Ltd)
18546211000001109,Betagan 0.5% eye drops (DE Pharmaceuticals)
5283411000001109,Betagan 0.5% eye drops (Dowelhurst Ltd)
16141311000001108,Betagan 0.5% eye drops (Lexon (UK) Ltd)
16342111000001105,Betagan 0.5% eye drops (Mawdsley-Brooks & Company Ltd)
17600711000001106,Betagan 0.5% eye drops (Necessity Supplies Ltd)
14208911000001102,Betagan 0.5% eye drops (Sigma Pharmaceuticals Plc)
5257011000001103,Betagan 0.5% eye drops (Waymade Healthcare Plc)
773711000001100,Betagan Unit Dose 0.5% eye drops 0.4ml unit dose (Allergan Ltd)
37417811000001102,Betagan Unit Dose 0.5% eye drops 0.4ml unit dose (CST Pharma Ltd)
349900007,Betaxolol
766333008,Betaxolol 0.25% conventional release eye drops
330614001,Betaxolol 0.25% eye drops
35911011000001101,Betaxolol 0.25% eye drops 0.25ml unit dose preservative free
330620000,Betaxolol 0.5% eye drops
5283611000001107,Betaxolol 0.5% eye drops (Dowelhurst Ltd)
5257211000001108,Betaxolol 0.5% eye drops (Waymade Healthcare Plc)
318443007,Betaxolol 20mg tablets
374283007,Betaxolol hydrochloride 10 mg oral tablet
428215001,Betaxolol in oral dosage form
18052111000001102,Betim 10mg tablets (Lexon (UK) Ltd)
72811000001104,Betim 10mg tablets (Meda Pharmaceuticals Ltd)
646311000001103,Betoptic 0.25% eye drops suspension 0.25ml unit dose (Novartis Pharmaceuticals UK Ltd)
18546611000001106,Betoptic 0.25% suspension eye drops (DE Pharmaceuticals)
16141811000001104,Betoptic 0.25% suspension eye drops (Lexon (UK) Ltd)
16344311000001100,Betoptic 0.25% suspension eye drops (Mawdsley-Brooks & Company Ltd)
197111000001107,Betoptic 0.25% suspension eye drops (Novartis Pharmaceuticals UK Ltd)
18154611000001106,Betoptic 0.25% suspension eye drops (Sigma Pharmaceuticals Plc)
16542011000001107,Betoptic 0.25% suspension eye drops (Stephar (U.K.) Ltd)
12887011000001101,Betoptic 0.25% suspension eye drops (Waymade Healthcare Plc)
18546411000001108,Betoptic 0.5% eye drops (DE Pharmaceuticals)
5284211000001108,Betoptic 0.5% eye drops (Dowelhurst Ltd)
16142011000001102,Betoptic 0.5% eye drops (Lexon (UK) Ltd)
16343911000001101,Betoptic 0.5% eye drops (Mawdsley-Brooks & Company Ltd)
17613311000001104,Betoptic 0.5% eye drops (Necessity Supplies Ltd)
438611000001105,Betoptic 0.5% eye drops (Novartis Pharmaceuticals UK Ltd)
14209811000001100,Betoptic 0.5% eye drops (Sigma Pharmaceuticals Plc)
5257411000001107,Betoptic 0.5% eye drops (Waymade Healthcare Plc)
424310002,Bimatoprost + Timolol
10514411000001107,Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops
23304711000001104,Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops 0.4ml unit dose preservative free
38515411000001109,Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops preservative free
10070411000001106,Brevibloc Concentrate 2.5g/10ml solution for infusion ampoules (Baxter Healthcare Ltd)
10070311000001104,Brevibloc Premixed 100mg/10ml solution for injection vials (Baxter Healthcare Ltd)
17033911000001104,Brevibloc Premixed 2.5g/250ml infusion bags (Baxter Healthcare Ltd)
417111004,Brimonidine + Timolol
416545006,Brimonidine 0.2%/timolol 0.5% eye drops
9207511000001105,Brimonidine 2mg/ml / Timolol 5mg/ml eye drops
37030511000001103,Brimonidine 2mg/ml / Timolol 5mg/ml eye drops (Mylan)
15465711000001103,Brinzolamide + Timolol
15473511000001102,Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops
38669011000001109,Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops (A A H Pharmaceuticals Ltd)
38609011000001108,Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops (Aspire Pharma Ltd)
38291311000001107,Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops (Mylan)
108544005,Carteolol
330629004,Carteolol 1% eye drops
18624211000001106,Carteolol 1% eye drops (DE Pharmaceuticals)
5286111000001109,Carteolol 1% eye drops (Dowelhurst Ltd)
30266911000001103,Carteolol 1% eye drops (Lexon (UK) Ltd)
16457211000001109,Carteolol 1% eye drops (Mawdsley-Brooks & Company Ltd)
5261911000001100,Carteolol 1% eye drops (Waymade Healthcare Plc)
330630009,Carteolol 2% eye drops
18624511000001109,Carteolol 2% eye drops (DE Pharmaceuticals)
5286311000001106,Carteolol 2% eye drops (Dowelhurst Ltd)
30267111000001103,Carteolol 2% eye drops (Lexon (UK) Ltd)
16457411000001108,Carteolol 2% eye drops (Mawdsley-Brooks & Company Ltd)
5262111000001108,Carteolol 2% eye drops (Waymade Healthcare Plc)
375817000,Carteolol hydrochloride 2.5 mg oral tablet
375819002,Carteolol hydrochloride 5 mg oral tablet
769018006,Carteolol in ocular dosage form
438266003,Carteolol in oral dosage form
108551001,Carvedilol
14012311000001106,Carvedilol 1.5mg/5ml oral suspension
13974111000001103,Carvedilol 1.5mg/5ml oral suspension (Special Order)
766231007,Carvedilol 10mg prolonged-release oral capsule
318631003,Carvedilol 12.5mg tablets
7494311000001104,Carvedilol 12.5mg tablets (A A H Pharmaceuticals Ltd)
7332611000001100,Carvedilol 12.5mg tablets (Actavis UK Ltd)
7398111000001104,Carvedilol 12.5mg tablets (Alliance Healthcare (Distribution) Ltd)
11402311000001105,Carvedilol 12.5mg tablets (Almus Pharmaceuticals Ltd)
22324911000001100,Carvedilol 12.5mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)
10388311000001106,Carvedilol 12.5mg tablets (Arrow Generics Ltd)
18557311000001101,Carvedilol 12.5mg tablets (Bristol Laboratories Ltd)
14115611000001101,Carvedilol 12.5mg tablets (Consilient Health Ltd)
19711611000001108,Carvedilol 12.5mg tablets (DE Pharmaceuticals)
13200111000001104,Carvedilol 12.5mg tablets (Dowelhurst Ltd)
38085211000001105,Carvedilol 12.5mg tablets (Ennogen Healthcare Ltd)
10290211000001109,Carvedilol 12.5mg tablets (Focus Pharmaceuticals Ltd)
9034211000001104,Carvedilol 12.5mg tablets (Genus Pharmaceuticals Ltd)
7402411000001102,Carvedilol 12.5mg tablets (IVAX Pharmaceuticals UK Ltd)
7469811000001109,Carvedilol 12.5mg tablets (Kent Pharmaceuticals Ltd)
30008711000001106,Carvedilol 12.5mg tablets (Mawdsley-Brooks & Company Ltd)
23958611000001103,Carvedilol 12.5mg tablets (Milpharm Ltd)
7974511000001101,Carvedilol 12.5mg tablets (Mylan)
10438811000001102,Carvedilol 12.5mg tablets (Niche Generics Ltd)
17826111000001105,Carvedilol 12.5mg tablets (Phoenix Healthcare Distribution Ltd)
11399311000001109,Carvedilol 12.5mg tablets (PLIVA Pharma Ltd)
7377511000001104,Carvedilol 12.5mg tablets (Sandoz Ltd)
15071911000001104,Carvedilol 12.5mg tablets (Sigma Pharmaceuticals Plc)
7334111000001100,Carvedilol 12.5mg tablets (Teva UK Ltd)
13742611000001105,Carvedilol 12.5mg tablets (Tillomed Laboratories Ltd)
21820811000001101,Carvedilol 12.5mg tablets (Waymade Healthcare Plc)
7338211000001100,Carvedilol 12.5mg tablets (Zentiva)
766230008,Carvedilol 20mg prolonged-release oral capsule
318632005,Carvedilol 25mg tablets
7494511000001105,Carvedilol 25mg tablets (A A H Pharmaceuticals Ltd)
7332811000001101,Carvedilol 25mg tablets (Actavis UK Ltd)
7398311000001102,Carvedilol 25mg tablets (Alliance Healthcare (Distribution) Ltd)
17962911000001105,Carvedilol 25mg tablets (Almus Pharmaceuticals Ltd)
22325111000001104,Carvedilol 25mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)
10388511000001100,Carvedilol 25mg tablets (Arrow Generics Ltd)
18557511000001107,Carvedilol 25mg tablets (Bristol Laboratories Ltd)
14115811000001102,Carvedilol 25mg tablets (Consilient Health Ltd)
19711811000001107,Carvedilol 25mg tablets (DE Pharmaceuticals)
13202011000001101,Carvedilol 25mg tablets (Dowelhurst Ltd)
38085411000001109,Carvedilol 25mg tablets (Ennogen Healthcare Ltd)
10290511000001107,Carvedilol 25mg tablets (Focus Pharmaceuticals Ltd)
9034511000001101,Carvedilol 25mg tablets (Genus Pharmaceuticals Ltd)
7402611000001104,Carvedilol 25mg tablets (IVAX Pharmaceuticals UK Ltd)
7470111000001104,Carvedilol 25mg tablets (Kent Pharmaceuticals Ltd)
37051311000001100,Carvedilol 25mg tablets (Mawdsley-Brooks & Company Ltd)
23958911000001109,Carvedilol 25mg tablets (Milpharm Ltd)
7974711000001106,Carvedilol 25mg tablets (Mylan)
10439511000001106,Carvedilol 25mg tablets (Niche Generics Ltd)
17826311000001107,Carvedilol 25mg tablets (Phoenix Healthcare Distribution Ltd)
7377711000001109,Carvedilol 25mg tablets (Sandoz Ltd)
15072211000001101,Carvedilol 25mg tablets (Sigma Pharmaceuticals Plc)
7334311000001103,Carvedilol 25mg tablets (Teva UK Ltd)
13742811000001109,Carvedilol 25mg tablets (Tillomed Laboratories Ltd)
21821011000001103,Carvedilol 25mg tablets (Waymade Healthcare Plc)
7338411000001101,Carvedilol 25mg tablets (Zentiva)
318633000,Carvedilol 3.125mg tablets
7493711000001102,Carvedilol 3.125mg tablets (A A H Pharmaceuticals Ltd)
7398911000001101,Carvedilol 3.125mg tablets (Actavis UK Ltd)
7397711000001104,Carvedilol 3.125mg tablets (Alliance Healthcare (Distribution) Ltd)
11401411000001108,Carvedilol 3.125mg tablets (Almus Pharmaceuticals Ltd)
22324411000001108,Carvedilol 3.125mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)
10387911000001106,Carvedilol 3.125mg tablets (Arrow Generics Ltd)
18556911000001103,Carvedilol 3.125mg tablets (Bristol Laboratories Ltd)
14114811000001103,Carvedilol 3.125mg tablets (Consilient Health Ltd)
19712011000001109,Carvedilol 3.125mg tablets (DE Pharmaceuticals)
38090911000001106,Carvedilol 3.125mg tablets (Ennogen Healthcare Ltd)
10289511000001100,Carvedilol 3.125mg tablets (Focus Pharmaceuticals Ltd)
9033311000001105,Carvedilol 3.125mg tablets (Genus Pharmaceuticals Ltd)
7402011000001106,Carvedilol 3.125mg tablets (IVAX Pharmaceuticals UK Ltd)
7469111000001102,Carvedilol 3.125mg tablets (Kent Pharmaceuticals Ltd)
30008311000001107,Carvedilol 3.125mg tablets (Mawdsley-Brooks & Company Ltd)
23958011000001105,Carvedilol 3.125mg tablets (Milpharm Ltd)
10439811000001109,Carvedilol 3.125mg tablets (Niche Generics Ltd)
17825711000001103,Carvedilol 3.125mg tablets (Phoenix Healthcare Distribution Ltd)
11399611000001104,Carvedilol 3.125mg tablets (PLIVA Pharma Ltd)
7377111000001108,Carvedilol 3.125mg tablets (Sandoz Ltd)
15072411000001102,Carvedilol 3.125mg tablets (Sigma Pharmaceuticals Plc)
7333711000001101,Carvedilol 3.125mg tablets (Teva UK Ltd)
13742211000001108,Carvedilol 3.125mg tablets (Tillomed Laboratories Ltd)
21820011000001107,Carvedilol 3.125mg tablets (Waymade Healthcare Plc)
7337811000001103,Carvedilol 3.125mg tablets (Zentiva)
12422611000001106,Carvedilol 3.125mg/5ml oral suspension
12370111000001109,Carvedilol 3.125mg/5ml oral suspension (Special Order)
18518811000001104,Carvedilol 3.5mg suppositories
18512111000001108,Carvedilol 3.5mg suppositories (Special Order)
766229003,Carvedilol 40mg prolonged-release oral capsule
8356811000001107,Carvedilol 5mg/5ml oral suspension
8333611000001103,Carvedilol 5mg/5ml oral suspension (Drug Tariff Special Order)
318635007,Carvedilol 6.25mg tablets
7493911000001100,Carvedilol 6.25mg tablets (A A H Pharmaceuticals Ltd)
7332411000001103,Carvedilol 6.25mg tablets (Actavis UK Ltd)
7397911000001102,Carvedilol 6.25mg tablets (Alliance Healthcare (Distribution) Ltd)
11401811000001105,Carvedilol 6.25mg tablets (Almus Pharmaceuticals Ltd)
22324711000001102,Carvedilol 6.25mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)
10388111000001109,Carvedilol 6.25mg tablets (Arrow Generics Ltd)
18557111000001103,Carvedilol 6.25mg tablets (Bristol Laboratories Ltd)
14115211000001103,Carvedilol 6.25mg tablets (Consilient Health Ltd)
19712211000001104,Carvedilol 6.25mg tablets (DE Pharmaceuticals)
13202411000001105,Carvedilol 6.25mg tablets (Dowelhurst Ltd)
38085011000001100,Carvedilol 6.25mg tablets (Ennogen Healthcare Ltd)
10289811000001102,Carvedilol 6.25mg tablets (Focus Pharmaceuticals Ltd)
9033711000001109,Carvedilol 6.25mg tablets (Genus Pharmaceuticals Ltd)
7402211000001101,Carvedilol 6.25mg tablets (IVAX Pharmaceuticals UK Ltd)
7469511000001106,Carvedilol 6.25mg tablets (Kent Pharmaceuticals Ltd)
30008511000001101,Carvedilol 6.25mg tablets (Mawdsley-Brooks & Company Ltd)
23958311000001108,Carvedilol 6.25mg tablets (Milpharm Ltd)
7974311000001107,Carvedilol 6.25mg tablets (Mylan)
10440211000001100,Carvedilol 6.25mg tablets (Niche Generics Ltd)
17825911000001101,Carvedilol 6.25mg tablets (Phoenix Healthcare Distribution Ltd)
11399911000001105,Carvedilol 6.25mg tablets (PLIVA Pharma Ltd)
7377311000001105,Carvedilol 6.25mg tablets (Sandoz Ltd)
15072711000001108,Carvedilol 6.25mg tablets (Sigma Pharmaceuticals Plc)
7333911000001104,Carvedilol 6.25mg tablets (Teva UK Ltd)
13742411000001107,Carvedilol 6.25mg tablets (Tillomed Laboratories Ltd)
21820211000001102,Carvedilol 6.25mg tablets (Waymade Healthcare Plc)
7338011000001105,Carvedilol 6.25mg tablets (Zentiva)
766228006,Carvedilol 80mg prolonged-release oral capsule
768050005,Carvedilol in oral dosage form
13847611000001105,Celectol 200mg tablets (DE Pharmaceuticals)
5530311000001105,Celectol 200mg tablets (Dowelhurst Ltd)
16147011000001100,Celectol 200mg tablets (Lexon (UK) Ltd)
16459111000001109,Celectol 200mg tablets (Mawdsley-Brooks & Company Ltd)
864811000001100,Celectol 200mg tablets (Sanofi)
14493011000001107,Celectol 200mg tablets (Sigma Pharmaceuticals Plc)
11028811000001103,Celectol 200mg tablets (Waymade Healthcare Plc)
13847811000001109,Celectol 400mg tablets (DE Pharmaceuticals)
16147211000001105,Celectol 400mg tablets (Lexon (UK) Ltd)
16459311000001106,Celectol 400mg tablets (Mawdsley-Brooks & Company Ltd)
479211000001100,Celectol 400mg tablets (Sanofi)
14493611000001100,Celectol 400mg tablets (Sigma Pharmaceuticals Plc)
349901006,Celiprolol
318619000,Celiprolol 200mg tablets
742311000001105,Celiprolol 200mg tablets (A A H Pharmaceuticals Ltd)
4566011000001107,Celiprolol 200mg tablets (Actavis UK Ltd)
735811000001109,Celiprolol 200mg tablets (Alliance Healthcare (Distribution) Ltd)
23788611000001100,Celiprolol 200mg tablets (DE Pharmaceuticals)
5455011000001109,Celiprolol 200mg tablets (Dowelhurst Ltd)
164711000001103,Celiprolol 200mg tablets (IVAX Pharmaceuticals UK Ltd)
607511000001100,Celiprolol 200mg tablets (Kent Pharmaceuticals Ltd)
30012711000001106,Celiprolol 200mg tablets (Mawdsley-Brooks & Company Ltd)
354811000001105,Celiprolol 200mg tablets (Mylan)
17853311000001102,Celiprolol 200mg tablets (Phoenix Healthcare Distribution Ltd)
7457411000001105,Celiprolol 200mg tablets (Ranbaxy (UK) Ltd)
339411000001106,Celiprolol 200mg tablets (Sterwin Medicines)
749111000001104,Celiprolol 200mg tablets (Teva UK Ltd)
10501211000001108,Celiprolol 200mg tablets (Waymade Healthcare Plc)
21831611000001108,Celiprolol 200mg tablets (Waymade Healthcare Plc)
29826611000001106,Celiprolol 200mg/5ml oral suspension
29792111000001108,Celiprolol 200mg/5ml oral suspension (Special Order)
318622003,Celiprolol 400mg tablets
141911000001108,Celiprolol 400mg tablets (A A H Pharmaceuticals Ltd)
18164711000001106,Celiprolol 400mg tablets (Actavis UK Ltd)
3702811000001104,Celiprolol 400mg tablets (Alliance Healthcare (Distribution) Ltd)
23789711000001100,Celiprolol 400mg tablets (DE Pharmaceuticals)
5508711000001104,Celiprolol 400mg tablets (Dowelhurst Ltd)
881311000001109,Celiprolol 400mg tablets (IVAX Pharmaceuticals UK Ltd)
328311000001107,Celiprolol 400mg tablets (Kent Pharmaceuticals Ltd)
684111000001100,Celiprolol 400mg tablets (Mylan)
17853511000001108,Celiprolol 400mg tablets (Phoenix Healthcare Distribution Ltd)
7457611000001108,Celiprolol 400mg tablets (Ranbaxy (UK) Ltd)
29784811000001106,Celiprolol 400mg tablets (Sigma Pharmaceuticals Plc)
111000001107,Celiprolol 400mg tablets (Sterwin Medicines)
93711000001109,Celiprolol 400mg tablets (Teva UK Ltd)
21831811000001107,Celiprolol 400mg tablets (Waymade Healthcare Plc)
768064005,Celiprolol in oral dosage form
768294009,Clopamide and pindolol in oral dosage form
18037211000001107,Co-prenozide
36091611000001101,Co-prenozide 160mg/0.25mg modified-release tablets
9206811000001106,Combigan eye drops (Allergan Ltd)
37574911000001100,Combigan eye drops (CST Pharma Ltd)
19541311000001107,Combigan eye drops (DE Pharmaceuticals)
19869211000001105,Combigan eye drops (Lexon (UK) Ltd)
18214211000001103,Combigan eye drops (Mawdsley-Brooks & Company Ltd)
15047011000001109,Combigan eye drops (Waymade Healthcare Plc)
3686511000001108,Corgard 40mg tablets (Sanofi-Synthelabo Ltd)
38127011000001106,Corgard 80mg tablets (DE Pharmaceuticals)
16153211000001104,Corgard 80mg tablets (Lexon (UK) Ltd)
16519411000001101,Corgard 80mg tablets (Mawdsley-Brooks & Company Ltd)
3687411000001106,Corgard 80mg tablets (Sanofi)
15416611000001101,Corgard 80mg tablets (Waymade Healthcare Plc)
3886211000001102,Corgaretic 40mg tablets (Sanofi-Synthelabo Ltd)
4057911000001102,Corgaretic 80mg tablets (Sanofi-Synthelabo Ltd)
37812111000001100,Cosopt 20mg/ml / 5mg/ml eye drops (CST Pharma Ltd)
19873411000001103,Cosopt 20mg/ml / 5mg/ml eye drops (DE Pharmaceuticals)
5288411000001103,Cosopt 20mg/ml / 5mg/ml eye drops (Dowelhurst Ltd)
19869611000001107,Cosopt 20mg/ml / 5mg/ml eye drops (Lexon (UK) Ltd)
16520811000001100,Cosopt 20mg/ml / 5mg/ml eye drops (Mawdsley-Brooks & Company Ltd)
18224711000001101,Cosopt 20mg/ml / 5mg/ml eye drops (Necessity Supplies Ltd)
37627011000001100,Cosopt 20mg/ml / 5mg/ml eye drops (Pilsco Ltd)
3322111000001104,Cosopt 20mg/ml / 5mg/ml eye drops (Santen UK Ltd)
5259311000001105,Cosopt 20mg/ml / 5mg/ml eye drops (Waymade Healthcare Plc)
37392011000001100,Cosopt 20mg/ml / 5mg/ml eye drops 0.2ml unit dose preservative free (CST Pharma Ltd)
38127211000001101,Cosopt 20mg/ml / 5mg/ml eye drops 0.2ml unit dose preservative free (DE Pharmaceuticals)
19869811000001106,Cosopt 20mg/ml / 5mg/ml eye drops 0.2ml unit dose preservative free (Lexon (UK) Ltd)
19738111000001100,Cosopt 20mg/ml / 5mg/ml eye drops 0.2ml unit dose preservative free (Mawdsley-Brooks & Company Ltd)
37626811000001109,Cosopt 20mg/ml / 5mg/ml eye drops 0.2ml unit dose preservative free (Pilsco Ltd)
10929111000001102,Cosopt 20mg/ml / 5mg/ml eye drops 0.2ml unit dose preservative free (Santen UK Ltd)
24374011000001106,Cosopt 20mg/ml / 5mg/ml eye drops 0.2ml unit dose preservative free (Waymade Healthcare Plc)
36572911000001108,Cosopt iMulti 20mg/ml / 5mg/ml eye drops preservative free (Santen UK Ltd)
765731001,Cyclopenthiazide 250 microgram and oxprenolol hydrochloride 160 mg prolonged-release oral tablet
354304001,Cyclopenthiazide and oxprenolol
767785000,Cyclopenthiazide and oxprenolol in oral dosage form
330733003,Dorzolamide + Timolol
330734009,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops
17175711000001106,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops (A A H Pharmaceuticals Ltd)
19491211000001100,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops (Actavis UK Ltd)
18032511000001107,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops (Alliance Healthcare (Distribution) Ltd)
19308711000001105,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops (Aspire Pharma Ltd)
23970211000001100,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops (DE Pharmaceuticals)
37484111000001102,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops (FDC Pharma)
27621811000001100,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops (Martindale Pharmaceuticals Ltd)
35860011000001100,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops (Medicom Healthcare Ltd)
23835511000001100,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops (Phoenix Healthcare Distribution Ltd)
20285711000001107,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops (Sandoz Ltd)
29833411000001100,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops (Sigma Pharmaceuticals Plc)
17875411000001105,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops (Teva UK Ltd)
21932611000001108,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops (Waymade Healthcare Plc)
19280711000001104,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops (Zentiva)
10931011000001100,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops 0.2ml unit dose preservative free
23477811000001102,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops 0.2ml unit dose preservative free (A A H Pharmaceuticals Ltd)
36757211000001100,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops 0.2ml unit dose preservative free (Aspire Pharma Ltd)
37300611000001108,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops 0.2ml unit dose preservative free (DE Pharmaceuticals)
37061211000001102,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops 0.2ml unit dose preservative free (Mawdsley-Brooks & Company Ltd)
22755411000001107,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops 0.2ml unit dose preservative free (Teva UK Ltd)
34318011000001105,Dorzolamide 20mg/ml / Timolol 5mg/ml eye drops preservative free
37591411000001102,DuoTrav 40micrograms/ml / 5mg/ml eye drops (CST Pharma Ltd)
20163011000001108,DuoTrav 40micrograms/ml / 5mg/ml eye drops (DE Pharmaceuticals)
13159611000001106,DuoTrav 40micrograms/ml / 5mg/ml eye drops (Dowelhurst Ltd)
37631911000001106,DuoTrav 40micrograms/ml / 5mg/ml eye drops (Ethigen Ltd)
16564611000001101,DuoTrav 40micrograms/ml / 5mg/ml eye drops (Mawdsley-Brooks & Company Ltd)
18253911000001100,DuoTrav 40micrograms/ml / 5mg/ml eye drops (Necessity Supplies Ltd)
10320411000001108,DuoTrav 40micrograms/ml / 5mg/ml eye drops (Novartis Pharmaceuticals UK Ltd)
17538211000001102,DuoTrav 40micrograms/ml / 5mg/ml eye drops (Sigma Pharmaceuticals Plc)
11539511000001107,DuoTrav 40micrograms/ml / 5mg/ml eye drops (Waymade Healthcare Plc)
387611000001106,Dupromex 10mg tablets (Actavis UK Ltd)
77856005,Esmolol
35893311000001105,Esmolol 100mg/10ml solution for injection vials
35841411000001107,Esmolol 100mg/10ml solution for injection vials (Consilient Health Ltd)
34287911000001100,Esmolol 2.5g powder for solution for infusion vials
35893411000001103,Esmolol 2.5g/10ml solution for infusion ampoules
17033711000001101,Esmolol 2.5g/250ml infusion bags
769735000,Esmolol hydrochloride 100 mg/10 mL solution for injection vial
34276711000001108,Esmolol hydrochloride 100mg/10ml solution for injection vials (AOP Orphan Pharmaceuticals AG)
407866009,Esmolol hydrochloride 10mg/mL infusion solution
769736004,Esmolol hydrochloride 2.5 g/10 mL solution for infusion ampoule
34288111000001102,Esmolol hydrochloride 2.5g powder for concentrate for solution for infusion vials (AOP Orphan Pharmaceuticals AG)
34288311000001100,Esmolol hydrochloride 2.5g/10ml concentrate for solution for infusion ampoules (AOP Orphan Pharmaceuticals AG)
376361008,Esmolol hydrochloride 250mg/mL injection solution ampoule
334711000001101,Eucardic 12.5mg tablets (Roche Products Ltd)
14228911000001105,Eucardic 12.5mg tablets (Sigma Pharmaceuticals Plc)
5365111000001108,Eucardic 12.5mg tablets (Waymade Healthcare Plc)
5542511000001102,Eucardic 25mg tablets (Dowelhurst Ltd)
709911000001107,Eucardic 25mg tablets (Roche Products Ltd)
14229111000001100,Eucardic 25mg tablets (Sigma Pharmaceuticals Plc)
5365511000001104,Eucardic 25mg tablets (Waymade Healthcare Plc)
873111000001104,Eucardic 3.125mg tablets (Roche Products Ltd)
5365711000001109,Eucardic 3.125mg tablets (Waymade Healthcare Plc)
5542911000001109,Eucardic 6.25mg tablets (Dowelhurst Ltd)
16573011000001102,Eucardic 6.25mg tablets (Mawdsley-Brooks & Company Ltd)
690511000001101,Eucardic 6.25mg tablets (Roche Products Ltd)
14229311000001103,Eucardic 6.25mg tablets (Sigma Pharmaceuticals Plc)
5364911000001107,Eucardic 6.25mg tablets (Waymade Healthcare Plc)
34312711000001109,Eylamdo 20mg/ml / 5mg/ml eye drops (Aspire Pharma Ltd)
34341911000001105,Eysano 2.5mg/ml eye drops (Aspire Pharma Ltd)
34341611000001104,Eysano 5mg/ml eye drops (Aspire Pharma Ltd)
38432211000001101,Eyzeetan 0.3mg/ml / 5mg/ml eye drops preservative free (Aspire Pharma Ltd)
36470311000001103,Fixapost 50micrograms/ml / 5mg/ml eye drops 0.2ml unit dose (Thea Pharmaceuticals Ltd)
